sentence,path
ur asent-ttleqqimeɣ isekla-nsent,"common_voice_kab_33401037"
ur asent-ttmesniɣ iruka-nsent,"common_voice_kab_23585691,common_voice_kab_23674170"
ur asent-ttnaleɣ iɣfawen-nsent,"common_voice_kab_23861856,common_voice_kab_23892007"
ur asent-ttnaleɣ leḥwal-nsent,"common_voice_kab_23694709,common_voice_kab_23595465"
ur asent-ttnaqameɣ arraw-nsent,"common_voice_kab_23651233,common_voice_kab_23644626"
ur asent-ttqelliqeɣ imsaɣen-nsent,"common_voice_kab_32999926,common_voice_kab_33531203"
ur asent-ttqissiɣ teɣzef-nsent,"common_voice_kab_23723483,common_voice_kab_23648928"
ur asent-ttqissiɣ tiddi-nsent,"common_voice_kab_23588396,common_voice_kab_23927541"
ur asent-ttrekkileɣ isekla-nsent,"common_voice_kab_34003631,common_voice_kab_33133288"
ur asent-ttruẓuɣ awal-nsent,"common_voice_kab_23441952,common_voice_kab_23660771"
ur asent-ttruẓuɣ ifadden,"common_voice_kab_22978607,common_voice_kab_22931266"
ur asent-ttruẓuɣ iɣfawen-nsent,"common_voice_kab_23933165,common_voice_kab_23901452"
ur asent-ttruẓuɣ iɣsan-nsent,"common_voice_kab_23741022,common_voice_kab_23542269"
ur asent-ttruẓuɣ tisekkadin-nsent,"common_voice_kab_33135423,common_voice_kab_35011869"
ur asent-ttseffiqeɣ,"common_voice_kab_20880234,common_voice_kab_20833597,common_voice_kab_20814101,common_voice_kab_20859368,common_voice_kab_21874787"
ur asent-ttseḍḍileɣ tamart,"common_voice_kab_23223219,common_voice_kab_23363697"
ur asent-ttseḥḥireɣ arraw-nsent,"common_voice_kab_24832239"
ur asent-ttseḥḥireɣ yessi-tsent,"common_voice_kab_24887514,common_voice_kab_28558776"
ur asent-ttwehhiɣ,"common_voice_kab_20393518,common_voice_kab_21797215,common_voice_kab_20478071,common_voice_kab_20786688,common_voice_kab_20417780,common_voice_kab_22474872"
ur asent-ttwexxireɣ isihaṛen-nsent,"common_voice_kab_34817077,common_voice_kab_33133114"
ur asent-ttxeyyibeɣ imawlan-nsent,"common_voice_kab_36431555,common_voice_kab_33135312"
ur asent-ttzewwiqeɣ unuɣen-nsent,"common_voice_kab_33114351,common_voice_kab_33534354"
ur asent-ttɛassaɣ taqḍiɛt-nsent,"common_voice_kab_25164887,common_voice_kab_24873200"
ur asent-ttɛawadeɣ,"common_voice_kab_20736939,common_voice_kab_21729271,common_voice_kab_20413495,common_voice_kab_22424855,common_voice_kab_20456453"
ur asent-ttɛawadeɣ assebded,"common_voice_kab_23620480,common_voice_kab_23411722"
ur asent-ttɛawadeɣ assefti,"common_voice_kab_23177460,common_voice_kab_23351448"
ur asent-ttɛawadeɣ assersi,"common_voice_kab_23341704,common_voice_kab_23127721"
ur asent-ttɛawadeɣ lebni,"common_voice_kab_22971844,common_voice_kab_22922439"
ur asent-ttɛawadeɣ leḥsab,"common_voice_kab_23363863,common_voice_kab_22945804"
ur asent-ttɛawadeɣ taɣuri,"common_voice_kab_22856621,common_voice_kab_22955939"
ur asent-ttɛawadeɣ tira,"common_voice_kab_22970502,common_voice_kab_22922269"
ur asent-ttɛebbiɣ alzaz-nsent,"common_voice_kab_23972972,common_voice_kab_23604750"
ur asent-ttɛebbiɣ sselɛa-nsent,"common_voice_kab_23643268,common_voice_kab_23652575"
ur asent-ttɛeddiɣ,"common_voice_kab_20423474,common_voice_kab_20492232,common_voice_kab_20401946,common_voice_kab_21853787,common_voice_kab_20848019"
ur asent-ttɛemmideɣ ad ffɣent,"common_voice_kab_23852997,common_voice_kab_23566937"
ur asent-ttɛeyyibeɣ arraw-nsent,"common_voice_kab_24902859,common_voice_kab_28570903"
ur asent-ttɛeyyineɣ,"common_voice_kab_20815956,common_voice_kab_20834603,common_voice_kab_20856025,common_voice_kab_22653110,common_voice_kab_20875467,common_voice_kab_21803501"
ur asent-ttɣelliteɣ tibḥirt-nsent,"common_voice_kab_33077742,common_voice_kab_33672156"
ur asent-ttḍeyyiɛeɣ akud-nsent,"common_voice_kab_23643952,common_voice_kab_23654193"
ur asent-ttḥeṛṛiṛeɣ imukan,"common_voice_kab_23216935,common_voice_kab_23363718"
ur asent-ttḥukkuɣ tifelfelt,"common_voice_kab_23624850,common_voice_kab_23411970"
ur asent-ttḥulfuɣ,"common_voice_kab_20682288,common_voice_kab_20446062,common_voice_kab_20408817,common_voice_kab_21242227,common_voice_kab_22327583"
ur asent-ttṣeffireɣ,"common_voice_kab_20869532,common_voice_kab_22424785,common_voice_kab_21747772,common_voice_kab_20845716,common_voice_kab_20832151"
ur asent-wezzneɣ arraw-nsent,"common_voice_kab_23723667,common_voice_kab_23602892"
ur asent-xebbceɣ tikeṛṛusin-nsent,"common_voice_kab_33150140,common_voice_kab_34344280"
ur asent-xennqeɣ iḍan-nsent,"common_voice_kab_23624887,common_voice_kab_23428847"
ur asent-yefki ara ayen i as-d-ssutrent,"common_voice_kab_18794700,common_voice_kab_18353580,common_voice_kab_18329579,common_voice_kab_18343638,common_voice_kab_22482235"
ur asent-yettalas acemma,"common_voice_kab_20369559,common_voice_kab_20452417,common_voice_kab_22405518,common_voice_kab_20728726,common_voice_kab_21691345"
ur asent-zelluɣ izamaren-nsent,"common_voice_kab_23645231,common_voice_kab_23655840"
ur asent-zemmkeɣ iznan-nni,"common_voice_kab_23341177,common_voice_kab_23115469"
ur asent-zzuɣureɣ tikeṛṛusin-nsent,"common_voice_kab_34899521,common_voice_kab_33135364"
ur asent-ɛerrḍeɣ iselkimen-nsent,"common_voice_kab_33142168,common_voice_kab_33824455"
ur asent-ɣellqeɣ takeṛṛust-nsent,"common_voice_kab_33460073,common_voice_kab_33115251"
ur asent-ɣerrfeɣ iruka-nsent,"common_voice_kab_23585659,common_voice_kab_23674060"
ur asent-ɣɣazeɣ iẓekwan-nsent,"common_voice_kab_23625030,common_voice_kab_23433633"
ur asent-ḍebbɛeɣ tikarḍiwin-nsent,"common_voice_kab_33668927,common_voice_kab_32999018"
ur asent-ḍeffseɣ ikerbasen-nsent,"common_voice_kab_33150491,common_voice_kab_36517306"
ur asent-ḍelluɣ acemma,"common_voice_kab_22399113,common_voice_kab_22389114"
ur asent-ḍelluɣ udi,"common_voice_kab_20831123,common_voice_kab_22375671,common_voice_kab_21662257,common_voice_kab_20842914"
ur asent-ḥebbseɣ lexlaṣ-nsent,"common_voice_kab_23463014,common_voice_kab_23630455"
ur asent-ḥerriɣ arekti-nsent,"common_voice_kab_23412154,common_voice_kab_23623311"
ur asent-ḥessbeɣ idrimen-nsent,"common_voice_kab_23645134"
ur asent-ḥessbeɣ tilmmasin-nsent,"common_voice_kab_35071323,common_voice_kab_33136058"
ur asent-ḥkimeɣ tamurt-nsent,"common_voice_kab_23661711,common_voice_kab_23563933"
ur asent-ẓerrgeɣ iḍrisen-nsent,"common_voice_kab_23645092,common_voice_kab_23669730"
ur asent-ẓẓadeɣ taɣlust-nsent,"common_voice_kab_23440583,common_voice_kab_23629775"
ur assent-yebni ara axxam,"common_voice_kab_18727266,common_voice_kab_18716441,common_voice_kab_18746375,common_voice_kab_18953664,common_voice_kab_18787179"
ur awen-bennuɣ ixxamen-nwen,"common_voice_kab_23046652,common_voice_kab_23310153"
ur awen-d-ferrneɣ tikrabaḍin-nwen,"common_voice_kab_33803556,common_voice_kab_33150376"
ur awen-d-ferrḍeɣ lḥaṛa-nwen,"common_voice_kab_23640011,common_voice_kab_23568170"
ur awen-d-fessiɣ amutur-nwen,"common_voice_kab_23744614,common_voice_kab_23498920"
ur awen-d-gellmeɣ asayes,"common_voice_kab_22983675,common_voice_kab_22932804"
ur awen-d-giɣ ugur,"common_voice_kab_20687240,common_voice_kab_21302319,common_voice_kab_22337287,common_voice_kab_20412975,common_voice_kab_20447909"
ur awen-d-kennuɣ ifurka-nwen,"common_voice_kab_23625301,common_voice_kab_23434813"
ur awen-d-leqqḍeɣ azemmur-nwen,"common_voice_kab_23650092,common_voice_kab_23991493"
ur awen-d-nniɣ ara awit-iyi-d ɣer da,"common_voice_kab_20196512,common_voice_kab_22342596,common_voice_kab_20696731,common_voice_kab_21579338,common_voice_kab_19299922"
ur awen-d-nniɣ ara ddut-d yid-neɣ,"common_voice_kab_32389372,common_voice_kab_32580820"
ur awen-d-qelluɣ aserdin,"common_voice_kab_22856889,common_voice_kab_22958504"
ur awen-d-qellɛeɣ tifesnax-nwen,"common_voice_kab_27132687,common_voice_kab_24854587"
ur awen-d-qqareɣ timucuha,"common_voice_kab_22969980,common_voice_kab_22919579"
ur awen-d-smarayeɣ akeffay,"common_voice_kab_23175279,common_voice_kab_23348628"
ur awen-d-smektayeɣ aɣanen-nwen,"common_voice_kab_24805370,common_voice_kab_25306161"
ur awen-d-srusuyeɣ alzaz-nwen,"common_voice_kab_23593024,common_voice_kab_23682144"
ur awen-d-ssawaḍeɣ sslam,"common_voice_kab_22925541,common_voice_kab_22974275"
ur awen-d-ssefhameɣ,"common_voice_kab_20988015,common_voice_kab_22218762,common_voice_kab_20843626,common_voice_kab_20826825,common_voice_kab_20872173"
ur awen-d-ssefhameɣ alugen,"common_voice_kab_23106378,common_voice_kab_23338828"
ur awen-d-sserkameɣ aman,"common_voice_kab_22974678,common_voice_kab_22925935"
ur awen-d-ssezlageɣ udmawen-nwen,"common_voice_kab_33808863,common_voice_kab_33134846"
ur awen-d-sseḍsayeɣ arraw-nwen,"common_voice_kab_23652532,common_voice_kab_23649234"
ur awen-d-ssiliɣeɣ ijenyuṛen-nwen,"common_voice_kab_35058752,common_voice_kab_32973059"
ur awen-d-ssruyeɣ arraw-nwen,"common_voice_kab_23623271,common_voice_kab_23419851"
ur awen-d-ssukkseɣ acemma,"common_voice_kab_18546701,common_voice_kab_18942641,common_voice_kab_18606220,common_voice_kab_18540032,common_voice_kab_18792697"
ur awen-d-ssukkuneɣ tisɣunin,"common_voice_kab_23638216,common_voice_kab_23551220"
ur awen-d-ssunuɣeɣ ijejjigen,"common_voice_kab_23576429,common_voice_kab_23671870"
ur awen-d-sɛeddayeɣ isura,"common_voice_kab_23220310,common_voice_kab_23363066"
ur awen-d-teggri ara tumast,"common_voice_kab_23316642,common_voice_kab_23068812"
ur awen-d-ttarraɣ ṣṣerf,"common_voice_kab_22955948"
ur awen-d-ttaḍḍafeɣ iṭaksiyen,"common_voice_kab_23624902,common_voice_kab_23395808"
ur awen-d-ttaḍḍafeɣ tugniwin,"common_voice_kab_23835367,common_voice_kab_23556011"
ur awen-d-ttekkseɣ tazart-nwen,"common_voice_kab_23678238,common_voice_kab_23651290"
ur awen-d-ttekkseɣ tibexsisin-nwen,"common_voice_kab_33179688"
ur awen-d-ttekkseɣ tuɣmas-nwen,"common_voice_kab_23757083,common_voice_kab_23644905"
ur awen-d-ttgeɣ lewkala,"common_voice_kab_22915229,common_voice_kab_22964031"
ur awen-d-ttgeɣ seksu,"common_voice_kab_21555982,common_voice_kab_21441951,common_voice_kab_21487763,common_voice_kab_21710916"
ur awen-d-ttgeɣ timsirin,"common_voice_kab_22962368,common_voice_kab_23372170"
ur awen-d-ttheggiɣ leḥwal-nwen,"common_voice_kab_23785844,common_voice_kab_23645307"
ur awen-d-ttnawaleɣ,"common_voice_kab_21851679,common_voice_kab_20839419,common_voice_kab_20878878,common_voice_kab_20827292,common_voice_kab_22685114,common_voice_kab_20855960"
ur awen-d-ttɛawadeɣ,"common_voice_kab_20951912,common_voice_kab_22005595,common_voice_kab_20865222,common_voice_kab_20848447,common_voice_kab_20819643"
ur awen-d-ttṣeggideɣ iselman,"common_voice_kab_23637741,common_voice_kab_23548307"
ur awen-d-ttẓerribeɣ urti-nwen,"common_voice_kab_23643516,common_voice_kab_23651267"
ur awen-d-yuɣ ara baba-twen iserwula,"common_voice_kab_18409178,common_voice_kab_18960730,common_voice_kab_18352658,common_voice_kab_18422266,common_voice_kab_18641501"
ur awen-d-zzubuteɣ timsirin-nwen,"common_voice_kab_34905169,common_voice_kab_33133127"
ur awen-d-ɣerrfeɣ iselkimen-nwen,"common_voice_kab_35071343,common_voice_kab_33115911"
ur awen-d-ɣerrmeɣ,"common_voice_kab_22216512,common_voice_kab_20579407,common_voice_kab_20404561,common_voice_kab_20439477"
ur awen-ddageɣ iqendyar-nwen,"common_voice_kab_23557059,common_voice_kab_23753134"
ur awen-ddaleɣ tanerdabt-nwen,"common_voice_kab_23638428,common_voice_kab_23551674"
ur awen-dellgeɣ tamesrit-nwen,"common_voice_kab_23679469,common_voice_kab_23588812"
ur awen-felluɣ imeẓẓuɣen-nwen,"common_voice_kab_23700500,common_voice_kab_23496013"
ur awen-ferrqeɣ ifarisen-nwen,"common_voice_kab_23563861,common_voice_kab_23666519"
ur awen-ferrseɣ abrid,"common_voice_kab_22319176,common_voice_kab_21438988,common_voice_kab_21692288,common_voice_kab_21518045,common_voice_kab_21439046"
ur awen-ferrseɣ tamazirt-nwen,"common_voice_kab_23426455,common_voice_kab_23631111"
ur awen-ferrseɣ tiyaziḍin-nwen,"common_voice_kab_23892031,common_voice_kab_23997387,common_voice_kab_23896666"
ur awen-ferrseɣ tiḍeffa-nwen,"common_voice_kab_23727249,common_voice_kab_23495559"
ur awen-fessiɣ irkasen-nwen,"common_voice_kab_23371014,common_voice_kab_23016917,common_voice_kab_23067872"
ur awen-gdileɣ tuffɣa,"common_voice_kab_21406334,common_voice_kab_21546309,common_voice_kab_21355334,common_voice_kab_21404037"
ur awen-gezzmeɣ accaren-nwen,"common_voice_kab_23558920,common_voice_kab_23671467"
ur awen-gezzmeɣ aksum-nwen,"common_voice_kab_23011272,common_voice_kab_23314444"
ur awen-gezzmeɣ awal,"common_voice_kab_22365976,common_voice_kab_21438991,common_voice_kab_21484768,common_voice_kab_21561137,common_voice_kab_21729841"
ur awen-gezzmeɣ taydiwin-nwen,"common_voice_kab_23893887,common_voice_kab_23567364"
ur awen-jemmɛeɣ iɣmisen-nwen,"common_voice_kab_23736354,common_voice_kab_23498929"
ur awen-kemmzeɣ aɛrur-nwen,"common_voice_kab_23341152,common_voice_kab_23122122"
ur awen-kerruɣ ifurguten-inu,"common_voice_kab_23652643,common_voice_kab_23429597"
ur awen-kerrzeɣ akal-nwen,"common_voice_kab_23372089,common_voice_kab_22948653"
ur awen-kkateɣ ajewwaq,"common_voice_kab_22401630,common_voice_kab_22388018,common_voice_kab_22401620"
ur awen-kkateɣ lɣiḍa,"common_voice_kab_22377298,common_voice_kab_21680006,common_voice_kab_21441942,common_voice_kab_21499817"
ur awen-kkateɣ tisegnatin,"common_voice_kab_23348483,common_voice_kab_22937768"
ur awen-lettfeɣ iḍarren-nwen,"common_voice_kab_23596555,common_voice_kab_23693545"
ur awen-meccḍeɣ acebbub-nwen,"common_voice_kab_23751921,common_voice_kab_23553006"
ur awen-mmaleɣ abrid,"common_voice_kab_21436202,common_voice_kab_21686422,common_voice_kab_22313792,common_voice_kab_21549652,common_voice_kab_21474363"
ur awen-nniɣ amya,"common_voice_kab_20550363,common_voice_kab_21852607,common_voice_kab_20810857,common_voice_kab_20547687,common_voice_kab_20558073"
ur awen-qeffleɣ ikerbasen-nwen,"common_voice_kab_23910048,common_voice_kab_24011155,common_voice_kab_23877828"
ur awen-reggleɣ ijeɛbuben-nwen,"common_voice_kab_23973643,common_voice_kab_23875621"
ur awen-reggleɣ tamuɣli,"common_voice_kab_23359981,common_voice_kab_22941362"
ur awen-reggleɣ tisenfarin-nwen,"common_voice_kab_24806841,common_voice_kab_24779610"
ur awen-rekkiɣ axeddim-nwen,"common_voice_kab_23679475,common_voice_kab_23592960"
ur awen-rennuɣ deg lexlaṣ,"common_voice_kab_23370784,common_voice_kab_22958538"
ur awen-rewwiɣ atay-nwen,"common_voice_kab_22974546,common_voice_kab_22929788"
ur awen-sbabbayeɣ aqecwal,"common_voice_kab_22914654,common_voice_kab_22963036"
ur awen-sbubbuḍeɣ axeddim-nwen,"common_voice_kab_23999458,common_voice_kab_23910168,common_voice_kab_23875484"
ur awen-seffḍeɣ tiduba-nwen,"common_voice_kab_23411060,common_voice_kab_23620933"
ur awen-sellxeɣ akraren-nwen,"common_voice_kab_23607512,common_voice_kab_23389050"
ur awen-sfawayeɣ tanarit-nwen,"common_voice_kab_23556058,common_voice_kab_23816016"
ur awen-sfulluḥeɣ akal-nwen,"common_voice_kab_23782654,common_voice_kab_23553015"
ur awen-sgajjayeɣ axxam-nwen,"common_voice_kab_23434765,common_voice_kab_23635456"
ur awen-slaẓayeɣ iḍan-nwen,"common_voice_kab_23219931,common_voice_kab_23346943"
ur awen-slemden acemma deg uɣerbaz,"common_voice_kab_32941535,common_voice_kab_33438748"
ur awen-slusuyeɣ iqaciren,"common_voice_kab_22855742,common_voice_kab_22956063"
ur awen-sqerdiceɣ taḍuft-nwen,"common_voice_kab_23558813,common_voice_kab_23638308"
ur awen-sqizzibeɣ,"common_voice_kab_20735528,common_voice_kab_21732146,common_voice_kab_20415833,common_voice_kab_22413530,common_voice_kab_20456886"
ur awen-ssalqayeɣ unan-nwen,"common_voice_kab_23601718,common_voice_kab_23723361"
ur awen-ssaɣayeɣ ticemmaɛin-nwen,"common_voice_kab_33439394,common_voice_kab_33077468"
ur awen-ssaẓayeɣ ticulliḍin-nwen,"common_voice_kab_33659093,common_voice_kab_33114346"
ur awen-ssebrayeɣ,"common_voice_kab_20552609,common_voice_kab_20581080,common_voice_kab_22233117,common_voice_kab_20548196,common_voice_kab_20995319"
ur awen-sseddayeɣ tanegga-nwen,"common_voice_kab_23990672,common_voice_kab_23861818,common_voice_kab_23882713"
ur awen-ssefrakeɣ taṛmist-nwen,"common_voice_kab_23953349,common_voice_kab_23910194"
ur awen-ssefruruyeɣ llubyan-nwen,"common_voice_kab_33438930,common_voice_kab_33047813"
ur awen-ssegrareɣ inelmaden-nwen,"common_voice_kab_33115962,common_voice_kab_33669436"
ur awen-ssegrareɣ tinelmadin-nwen,"common_voice_kab_33165162,common_voice_kab_36052545"
ur awen-ssegraseɣ ucci-nwen,"common_voice_kab_23599055,common_voice_kab_23699138"
ur awen-ssekṛaheɣ tameddurt-nwen,"common_voice_kab_33134622,common_voice_kab_33740988"
ur awen-sselmaden aya deg uɣerbaz,"common_voice_kab_32951268,common_voice_kab_33438967"
ur awen-sselmadeɣ ad tessewwem,"common_voice_kab_23669385,common_voice_kab_23649188"
ur awen-sselmadeɣ tanglizit,"common_voice_kab_23666632,common_voice_kab_23479795,common_voice_kab_23668217"
ur awen-sselmadeɣ tanhaṛt,"common_voice_kab_23351848,common_voice_kab_23174148"
ur awen-ssemsadeɣ igesturen-nwen,"common_voice_kab_33151697"
ur awen-ssemsawayeɣ acebbub-nwen,"common_voice_kab_34007389,common_voice_kab_33135415"
ur awen-ssenduyeɣ akeffay-nwen,"common_voice_kab_23644719,common_voice_kab_23659489"
ur awen-ssenkareɣ akamyun-nwen,"common_voice_kab_23654141,common_voice_kab_23676289"
ur awen-ssenqaseɣ deg lexlaṣ-nwen,"common_voice_kab_34276418,common_voice_kab_33156438"
ur awen-ssenqaseɣ lexlaṣ-nwen,"common_voice_kab_23479977,common_voice_kab_23671649"
ur awen-ssenṭaḍeɣ idlisen-nwen,"common_voice_kab_23654118,common_voice_kab_23694860"
ur awen-sseqcareɣ iselman-nwen,"common_voice_kab_23666615,common_voice_kab_23645245"
ur awen-sseqcareɣ tiḍeffa-nwen,"common_voice_kab_23978633,common_voice_kab_23901520"
ur awen-sserwaleɣ akraren-nwen,"common_voice_kab_23643562,common_voice_kab_23651234"
ur awen-sserwateɣ irden-nwen,"common_voice_kab_23595347,common_voice_kab_23691827"
ur awen-sserɣayeɣ lɣella-nwen,"common_voice_kab_23927486,common_voice_kab_23577514"
ur awen-ssewzaleɣ tasgunfut-nwen,"common_voice_kab_33176252"
ur awen-ssewɛaṛeɣ tagnit,"common_voice_kab_22964005,common_voice_kab_22914541"
ur awen-ssexlaɛeɣ tiyaziḍin-nwen,"common_voice_kab_33150405,common_voice_kab_34263681"
ur awen-ssexsayeɣ iselkimen-nwen,"common_voice_kab_33048485,common_voice_kab_33531043"
ur awen-ssexsayeɣ takurin-nwen,"common_voice_kab_23893872,common_voice_kab_23877670,common_voice_kab_23992314"
ur awen-ssexṣareɣ idrimen-nwen,"common_voice_kab_23816007,common_voice_kab_23645399"
ur awen-ssexṣareɣ imɣan-nwen,"common_voice_kab_23777904,common_voice_kab_23556045"
ur awen-ssezgareɣ abrid,"common_voice_kab_22917690,common_voice_kab_22968276"
ur awen-sseɛyayeɣ arraw-nwen,"common_voice_kab_23623330,common_voice_kab_23418991"
ur awen-sseɛẓageɣ arraw-nwen,"common_voice_kab_23696743,common_voice_kab_23600464"
ur awen-sseɣraseɣ lekwaɣeḍ-nwen,"common_voice_kab_24781043"
ur awen-sseɣtayeɣ iluɣma-nwen,"common_voice_kab_23682018,common_voice_kab_23591984"
ur awen-sseḍhareɣ,"common_voice_kab_22473299,common_voice_kab_20553118,common_voice_kab_20547746,common_voice_kab_21802816,common_voice_kab_20781161"
